id,category,old_file,hu_title,en_title,kresz_code,wiki_file,status
kiegeszito_fekvorendor,Additional,kiegeszito_fekvorendor.jpg,Fekvőrendőr,Speed bump,,,original
kiegeszito_fenysorompo,Additional,kiegeszito_fenysorompo.jpg,Fénysorompó,Level crossing light,H-022,Hungary road sign H-022.svg,wikimedia
kiegeszito_forgalomcsillapirokozepsziget,Additional,kiegeszito_forgalomcsillapirokozepsziget.jpg,Forgalom csillapító középsziget,Speed limiter central iland,H-036,Hungary road sign H-036.svg,wikimedia
kiegeszito_foutvonalvonalvezetese,Additional,kiegeszito_foutvonalvonalvezetese.jpg,Főútvonal vonalvezetése,Priority road turn left,H-001,Hungary road sign H-001.svg,wikimedia
kiegeszito_gyalogosathaladasbalra,Additional,kiegeszito_gyalogosathaladasbalra.jpg,Gyalogos áthaladás balra,Pedestrians to left,H-102,Hungary road sign H-102.svg,wikimedia
kiegeszito_gyalogosathaladasjobbra,Additional,kiegeszito_gyalogosathaladasjobbra.jpg,Gyalogos áthaladás jobbra,Pedestrians to right,H-103,Hungary road sign H-103.svg,wikimedia
kiegeszito_hoeses,Additional,kiegeszito_hoeses.jpg,Hóesés! Fokozott veszélyre utal!,Snow! Indicate an increased risk of accident.,H-026,Hungary road sign H-026.svg,wikimedia
kiegeszito_hoeses1,Additional,kiegeszito_hoeses1.png,Hóesés! Fokozott veszélyre utal!,Snow! Indicate an increased risk of accident,,,original
kiegeszito_idoszak,Additional,kiegeszito_idoszak.jpg,Időszak,Time range shown,H-012,Hungary road sign H-012.svg,wikimedia
kiegeszito_idotartam,Additional,kiegeszito_idotartam.jpg,Időtartam,Duration of time shown,H-016,Hungary road sign H-016.svg,wikimedia
kiegeszito_jardanvarakozasfel,Additional,kiegeszito_jardanvarakozasfel.jpg,Járdán várakozás félkerékkel,Vehicles may be parked partially on the verge or footway,H-041,Hungary road sign H-041.svg,wikimedia
kiegeszito_jardanvarakozasteljes,Additional,kiegeszito_jardanvarakozasteljes.jpg,Járdán várakozás,Vehicles may be parked wholly on the verge or footway,H-039,Hungary road sign H-039.svg,wikimedia
kiegeszito_jardaszigetnelkulivillamosmegallo,Additional,kiegeszito_jardaszigetnelkulivillamosmegallo.jpg,Járdasziget nélküli villamosmegálló,Tram station without verge. Boarding and get out to/from the tram happens from the road,H-023,Hungary road sign H-023.svg,wikimedia
kiegeszito_jegyvaltas,Additional,kiegeszito_jegyvaltas.jpg,jegyváltás,Ticket needed,H-054,Hungary road sign H-054.svg,wikimedia
kiegeszito_jelzoor,Additional,kiegeszito_jelzoor.jpg,Jelzőőr,Signalman,H-021,Hungary road sign H-021.svg,wikimedia
kiegeszito_kerekbilincs,Additional,kiegeszito_kerekbilincs.jpg,Kerékbilincs,Wheel clamp,H-108,Hungary road sign H-108.svg,wikimedia
kiegeszito_keresztiranyukozlekedes,Additional,kiegeszito_keresztiranyukozlekedes.jpg,Kereszirányú közlekedés,Cross traffic,H-029,Hungary road sign H-029.svg,wikimedia
kiegeszito_kivevecelforgalom,Additional,kiegeszito_kivevecelforgalom.jpg,Kivéve célforgalom,Except for access,H-080,Hungary road sign H-080.svg,wikimedia
kiegeszito_kivevetaxi,Additional,kiegeszito_kivevetaxi.jpg,Kivéve taxi,Except for taxi,H-101,Hungary road sign H-101.svg,wikimedia
kiegeszito_mgvontatoreszere,Additional,kiegeszito_mgvontatoreszere.jpg,Mezőgazdasági vontató részére,For agricultural vehicles only,H-067,Hungary road sign H-067.svg,wikimedia
kiegeszito_motorkerekparreszere,Additional,kiegeszito_motorkerekparreszere.jpg,motorkerékpár részére,For motorcycles only,H-064,Hungary road sign H-064.svg,wikimedia
kiegeszito_mozgaskorlatozottakreszere,Additional,kiegeszito_mozgaskorlatozottakreszere.jpg,Mozgás korlátozottak részére,Disabled badge holders only,H-049,Hungary road sign H-049.svg,wikimedia
kiegeszito_nyomvajusutszakasz,Additional,kiegeszito_nyomvajusutszakasz.jpg,Nyomvályús útszakasz,Rutted road,H-031,Hungary road sign H-031.svg,wikimedia
kiegeszito_parkoloora,Additional,kiegeszito_parkoloora.jpg,Parkolóóra,Parking meter,H-050,Hungary road sign H-050.svg,wikimedia
kiegeszito_rakodoterulet,Additional,kiegeszito_rakodoterulet.jpg,Rakodási terület,Loading area,H-058,Hungary road sign H-058.svg,wikimedia
kiegeszito_szemelgepkocsikreszere,Additional,kiegeszito_szemelgepkocsikreszere.jpg,Személygépjármű részére,Passanger cars only,H-061,Hungary road sign H-061.svg,wikimedia
kiegeszito_tehergepkocsikreszere,Additional,kiegeszito_tehergepkocsikreszere.jpg,Tehergépjármű részére,Goods vehicle only,H-062,Hungary road sign H-062.svg,wikimedia
kiegeszito_tilalomkezdete,Additional,kiegeszito_tilalomkezdete.jpg,Tilalom kezdete,Begin of regulation,H-055,Hungary road sign H-055.svg,wikimedia
kiegeszito_tilalomvege,Additional,kiegeszito_tilalomvege.jpg,Tilalom vége,End of regulation,H-056,Hungary road sign H-056.svg,wikimedia
kiegeszito_urszerelvenybenyulofa,Additional,kiegeszito_urszerelvenybenyulofa.jpg,Útszelvénybe nyúló fa,Trees near of traffic lane. Trees can be obstruct the traffic of tall vehicles,H-024,Hungary road sign H-024.svg,wikimedia
kiegeszito_utatkeresztezokerekparoselsobsege,Additional,kiegeszito_utatkeresztezokerekparoselsobsege.jpg,Utat keresztező kerékpáros elsőbsége,Priority for the crossing pedal cycles,H-111,Hungary road sign H-111.svg,wikimedia
kiegeszito_kornyezetvedelmimatricaszine,Additional,kiegeszito_kornyezetvedelmimatricaszine.jpg,A feltüntetett környezetvédelmi jelzésel (a rendszámtáblán) ellátott jármű részére,Shown environmental signals (on the license plate) only.,,,original
kiegeszito_utdijfizetesajelzettjarmuneksulyhatartol,Additional,kiegeszito_utdijfizetesajelzettjarmuneksulyhatartol.png,"Útdíjj fizetése kötelezettség kezdete, a jelzett járműtípusnak a jelzett súlyhatártól",Begin of toll road for shown vehicles with specified weight,,,original
kiegeszito_utdijfizetesajelzettjarmuneksulyhatartolvege,Additional,kiegeszito_utdijfizetesajelzettjarmuneksulyhatartolvege.png,"Útdíjj fizetése kötelezettség vége, a jelzett járműtípusnak a jelzett súlyhatártól",End of toll road for shown vehicles with specified weight,,,original
kiegeszito_terelokup,Additional,kiegeszito_terelokup.png,Terelőkúp,Traffic cones may be used to mark the edge of the route for vehicular or pedestrian traffic through or past a temporary obstruction,,,original
kiegeszito_celszerusebessegjelzese,Additional,kiegeszito_celszerusebessegjelzese.png,Javasolt/célszerű sebesség jelzése,Suggested / recommended speed of vehicles,G-003,Hungary road sign G-003.svg,wikimedia
kiegeszito_utpadkantortenomegallasvarakozastiltasa,Additional,kiegeszito_utpadkantortenomegallasvarakozastiltasa.png,Útpadkán történő megállás (várakozás) tiltása,Prohibit the stop or wait of vehicles on shoulder,H-109,Hungary road sign H-109.svg,wikimedia
kiegeszito_kiseretnelkuligyerekek,Additional,kiegeszito_kiseretnelkuligyerekek.png,"Autóbusz vagy iskolabuszon elhelyezett tábla, az álló jármű környezetében gyermekek közlekedésére figyelmeztet. Kikerülni csak fokozott óvatossággal, mérsékelt sebességgel lehet!",Bus or school bus placed on board the vehicle to warn traffic of neighborhood children. Detour only with caution at a moderate speed possible!,,,original
kiegeszito_kivevearuszallitas,Additional,kiegeszito_kivevearuszallitas.png,Kivéve árúszállítás,Except for loading,H-079,Hungary road sign H-079.svg,wikimedia
kiegeszito_kivevekerekpar,Additional,kiegeszito_kivevekerekpar.png,Kivéve kerékpár,Except for pedal cycles,H-089,Hungary road sign H-089.svg,wikimedia
kiegeszito_kivevebusz,Additional,kiegeszito_kivevebusz.png,Kivéve busz,Except for buses,H-086,Hungary road sign H-086.svg,wikimedia
utburkolat_terelovonal,RoadMarking,utburkolat_terelovonal.png,"Terelővonal az út képzeletbeli felezővonala, a forgalmi sávok elválasztására szolgál, folyamatosan haladni nem szabad rajta, a szaggatott vonalak közötti térköz csökkenése azt jelzi, hogy záróvonallal fog folytatódni","Barrier line, imaginary line bisecting the road, to separate the traffic lanes, do not go continuously on it",,,original
utburkolat_zarovonal,RoadMarking,utburkolat_zarovonal.png,"Záróvonal az út képzeletbeli felezővonala, a forgalmi sávok elválasztására szolgál, járművel érinteni és átlépni nem szabad. Ha a záróvonal melett terelővonal is van, akkor a terelővonal felől előzésre ill. bekanyarodásra annak szabályai megtartásával átléphető","White line, to separate the traffic lanes, must not cross and not be affected.",,,original
utburkolat_eloretoltkerekparosfelallohelybalrakanyarodashoz,RoadMarking,utburkolat_eloretoltkerekparosfelallohelybalrakanyarodashoz.jpg,Előretolt kerékpáros felállóhely balra kanyarodáshoz,Advanced bicycle space for left turn,,,original
utburkolat_elsobsegadaskotelezo,RoadMarking,utburkolat_elsobsegadaskotelezo.jpg,Elsőbbségadás kötelező,Give way,,,original
utburkolat_gyalogosatkelohely,RoadMarking,utburkolat_gyalogosatkelohely.jpg,Gyalogosátkelőhely,Pedestrians crossing place,,,original
utburkolat_haladasiiranelorejelzese,RoadMarking,utburkolat_haladasiiranelorejelzese.jpg,Haladási irány előrejelzése egyenesen,Direction prediction ahead,,,original
utburkolat_haladasiiranelorejelzesejobbra,RoadMarking,utburkolat_haladasiiranelorejelzesejobbra.jpg,Haladási irány előrejelzése jobbra,Direction prediction right,,,original
utburkolat_haladasiiranelorejelzesejobbraegyenesen,RoadMarking,utburkolat_haladasiiranelorejelzesejobbraegyenesen.jpg,"Haladási irány előrejelzése jobbra, egyenesen",Direction prediction ahead and right,,,original
utburkolat_jarmuvektolelzartterulet,RoadMarking,utburkolat_jarmuvektolelzartterulet.jpg,Járműforgalomtól elzárt terület,Non traffic area,,,original
utburkolat_kerekparut,RoadMarking,utburkolat_kerekparut.jpg,Kerékpárút,Pedal cycles route,,,original
utburkolat_keresztezokerekparut,RoadMarking,utburkolat_keresztezokerekparut.jpg,Keresztező kerékpárút,Crossing pedal cycles route,,,original
utburkolat_kotelezomegallashelyenekjelzese,RoadMarking,utburkolat_kotelezomegallashelyenekjelzese.jpg,Kötelező megállási hely jelzése,Indicate mandatory Stop,,,original
utburkolat_megallohely,RoadMarking,utburkolat_megallohely.jpg,Megállóhely,Station for public transportation vehicles,,,original
utburkolat_sebessegkorlatozasvagymegallaselorejelzese,RoadMarking,utburkolat_sebessegkorlatozasvagymegallaselorejelzese.jpg,Sebességkorlátozás vagy megállás előrejelzése,Forecast speed limiting or stopping,,,original
utburkolat_terelonyilforgalmisavelhagyasanakiranya,RoadMarking,utburkolat_terelonyilforgalmisavelhagyasanakiranya.jpg,Terelőnyil forgalmi sáv elhagyásának iránya,"Herding Arrow, direction to leave the lane",,,original
utburkolat_varakozastilalmaazxhelyen,RoadMarking,utburkolat_varakozastilalmaazxhelyen.jpg,Várakozni tilos az X el jelölt helyen,No waiting on the place which signed with X,,,original
utburkolat_varakozohely,RoadMarking,utburkolat_varakozohely.jpg,Várakozóhely 90 fok,Parking place on 90 degree,,,original
utburkolat_varakozohelyferde,RoadMarking,utburkolat_varakozohelyferde.jpg,Várakozóhely 45 fok,Parking place on 45 degree,,,original
utburkolat_veszelyeshelyrefigyelmeztetovonal,RoadMarking,utburkolat_veszelyeshelyrefigyelmeztetovonal.jpg,Veszélyes helyre figyelmeztető vonal,Warning line for dangerous place,,,original
utburkolat_veszelyeshelyrefigyelmeztetovonalgyalogos,RoadMarking,utburkolat_veszelyeshelyrefigyelmeztetovonalgyalogos.jpg,Veszélyes helyre figyelmeztető vonal gyalogosok,Warning line for dangerous place pedestrians,,,original
utburkolat_veszelyeshelyrefigyelmeztetovonalkerekpar,RoadMarking,utburkolat_veszelyeshelyrefigyelmeztetovonalkerekpar.jpg,Veszélyes helyre figyelmeztető vonal kerékpárosok,Warning line for dangerous place pedal cycles,,,original
utburkolat_veszelyeshelyrefigyelmeztetovonalvasutiatkelo,RoadMarking,utburkolat_veszelyeshelyrefigyelmeztetovonalvasutiatkelo.jpg,Veszélyes helyre figyelmeztető vonal vasúti átkelő,Warning line for dangerous place level crossing,,,original
utburkolat_veszelyesteruletvarakoznitilosezenahelyen,RoadMarking,utburkolat_veszelyesteruletvarakoznitilosezenahelyen.jpg,Veszélyes hely várakozni megállni tilos ezen a részen,Dangerous place no stop or waiting,,,original
utburkolat_kerekparosnyom,RoadMarking,utburkolat_kerekparosnyom.png,"Az úttesten, burkolati jellel kijelölt kerékpáros nyom a kerékpárosok részére az úttesten történő haladásra ajánlott útfelületet",Shown suggested directions for pedal cycles,,,original
utburkolat_kerekparsav,RoadMarking,utburkolat_kerekparsav.png,Kerékpásáv,Pedal cycles lane,,,original
utburkolat_ideiglenesmunkakmiatthaladasiirany,RoadMarking,utburkolat_ideiglenesmunkakmiatthaladasiirany.png,Haladási irány előrejelzése jobbra az ideiglenes munkálatok miatt,Prediction of the shown direction which shown for temporary works,,,original
fenyjelzo_piros,TrafficLight,fenyjelzo_piros.jpg,A piros fény a továbbhaladást tiltja.,Red means stop! Wait behind the stop line on the carriageway until green shows.,,,original
fenyjelzo_pirossarga,TrafficLight,fenyjelzo_pirossarga.jpg,A piros fény a továbbhaladást tiltja.,Red and yellow also means stop! Do not pass the stop line until green shows.,,,original
fenyjelzo_zold,TrafficLight,fenyjelzo_zold.jpg,A piros fény a továbbhaladást tiltja.,Green means go if the way is clear.,,,original
fenyjelzo_sarga,TrafficLight,fenyjelzo_sarga.jpg,"A sárga fényjelzésnél meg kell állni, ha azonban biztonságosan megállni már nem lehet az útkereszteződésen mielőbb át kell haladni.",Yellow means stop! You may go on only if the yellow appears after you have crossed the stop line or are so close to it that to pull up might cause an accident.,,,original
fenyjelzo_uzemenkivul,TrafficLight,fenyjelzo_uzemenkivul.jpg,"Ha nem működik a jelzőlámpa, akkor is a jelzőtáblák határozzák meg az áthaladási elsőbbséget",Traffic light does not work! Use the traffic signals to determinate the priority of passage.,,,original
fenyjelzo_uzemenkivuls,TrafficLight,fenyjelzo_uzemenkivuls.jpg,A jelzőlámpa üzemen kívül van. Az áthaladási elsőbbséget a jelzőtáblák határozzák meg.,The traffic light is out of service. Priority is given by traffic signs.,,,original
fenyjelzo_gyalogos_piros,TrafficLight,fenyjelzo_gyalogos_piros.png,Áthaladást tiltja! Gyalogos az úttestre nem léphet!,Stop! Prohibits the passage of! Pedestrians do not step to the street!,,,original
fenyjelzo_gyalogos_zold,TrafficLight,fenyjelzo_gyalogos_zold.jpg,Szabad utat jelez! A gyalogos az úttesten áthaladhat.,Allows passage of! The pedestrian may be passage of the street.,,,original
fenyjelzo_gyalogos_zoldvillogo,TrafficLight,fenyjelzo_gyalogos_zoldvillogo.png,Gyalogos az úttestre nem léphet aki éppen áthalad köteles a legrövidebb időn belül befejezni,"Not enter to road! The pedestrians who currently crossing  need to speed up, in shortest time to complete",,,original
fenyjelzo_veszely_jelzese,TrafficLight,fenyjelzo_veszely_jelzese.png,"Villogó sárga fény (állandóan) veszélyes helyre hívja fel a figyelmet, pl. gyalogos átkelőhely","Flassing yellow (always) draws attention to dangerous places, for example. pedestrian crossing",,,original
fenyjelzo_veszely_sarga,TrafficLight,fenyjelzo_veszely_sarga.png,Folyamatos sárga fény meg kell állni ha azonban biztonságosan megállni már nem lehet mielőbb át kell haladni,Continuous yellow you need to stop safely stop can not be pass go as soon as possible to go,,,original
fenyjelzo_veszely_sargavill,TrafficLight,fenyjelzo_veszely_sargavill.png,"Villogó sárga fény (állandóan) veszélyes helyre hívja fel a figyelmet, pl. villamospálya keresztezi az utat","Flassing yellow (always)draws attention to dangerous places, for example. level crossing by tram",,,original
fenyjelzo_veszely_piros,TrafficLight,fenyjelzo_veszely_piros.png,Piros fény a továbbhaladás tilalmát jelzi!,Red light means STOP! Wait while the light turn to green!,,,original
fenyjelzo_zoldj,TrafficLight,fenyjelzo_zoldj.png,Szabad utat jelez a jelzett irányban!,Green means go if the way is clear!,,,original
fenyjelzo_zoldjj,TrafficLight,fenyjelzo_zoldjj.png,Szabad utat jelez a jelzett irányban!,Green means go on the signaled direction only!,,,original
fenyjelzo_bus,TrafficLight,fenyjelzo_bus.png,Szabad utat jelez a buszok számára!,Green means go for buses only!,,,original
